Index,Area_unit_2013_code,Area_unit_2013_label,Victimisations_calendar_year_2015,Population_mid_point_2015, Rate_per_10000_population , Rate_ratio_NZ_average_rate ,Urban_area_2013_code,Urban_area_2013_label,Urban_area_type,Territorial_authority_area_2013_code,Territorial_authority_area_2013_label,Region_2013_code,Region_2013_label
1018,586501,Clarkville,4,1240,32,0.6,22,Christchurch,Main urban area,59,Waimakariri District,13,Canterbury Region
1019,564510,Heretaunga,4,1260,32,0.6,17,Upper Hutt Zone,Main urban area,45,Upper Hutt City,9,Wellington Region
1020,553004,Pembroke,4,1270,31,0.6,502,Rural (Incl.some Off Shore Islands),Rural area,34,Stratford District,7,Taranaki Region
1021,580431,Spring Creek-Grovetown,4,1290,31,0.6,26,Blenheim,Main urban area,53,Marlborough District,18,Marlborough Region
1022,571000,Ranui Heights,4,1370,29,0.6,19,Porirua Zone,Main urban area,44,Porirua City,9,Wellington Region
1023,569800,Korokoro,4,1400,29,0.5,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
1024,513431,Hobsonville East,4,1470,27,0.5,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1025,578302,Opaki-Fernridge,4,1480,27,0.5,109,Masterton,Secondary urban area,48,Masterton District,9,Wellington Region
1026,545721,Karamu,4,1480,27,0.5,13,Hastings Zone,Main urban area,30,Hastings District,6,Hawke's Bay Region
1027,505603,Riverhead Urban,4,1490,27,0.5,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1028,601603,Evansdale,4,1520,26,0.5,502,Rural (Incl.some Off Shore Islands),Rural area,71,Dunedin City,14,Otago Region
1029,564022,Otaki Forks,4,1560,26,0.5,502,Rural (Incl.some Off Shore Islands),Rural area,43,Kapiti Coast District,9,Wellington Region
1030,502001,Springs Flat,4,1610,25,0.5,1,Whangarei,Main urban area,2,Whangarei District,1,Northland Region
1031,506642,South Head,4,1610,25,0.5,502,Rural (Incl.some Off Shore Islands),Rural area,76,Auckland,2,Auckland Region
1032,581500,Kaikoura Rural,4,1620,25,0.5,502,Rural (Incl.some Off Shore Islands),Rural area,54,Kaikoura District,13,Canterbury Region
1033,610210,North Gore,4,1640,24,0.5,301,Gore,Minor urban area,74,Gore District,15,Southland Region
1034,610020,Waikaia,4,1750,23,0.4,502,Rural (Incl.some Off Shore Islands),Rural area,73,Southland District,15,Southland Region
1035,573901,Paparangi,4,1830,22,0.4,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1036,575902,Happy Valley-Owhiro Bay,4,1840,22,0.4,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1037,576700,Roseneath,4,1840,22,0.4,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1038,542540,Rotoma,4,1840,22,0.4,502,Rural (Incl.some Off Shore Islands),Rural area,25,Whakatane District,4,Bay of Plenty Region
1039,526602,Te Uku,4,2010,20,0.4,502,Rural (Incl.some Off Shore Islands),Rural area,13,Waikato District,3,Waikato Region
1040,527934,Rotoorangi,4,2020,20,0.4,502,Rural (Incl.some Off Shore Islands),Rural area,17,Waipa District,3,Waikato Region
1041,586802,Oxford,4,2100,19,0.4,280,Oxford,Minor urban area,59,Waimakariri District,13,Canterbury Region
1042,513702,Waitakere,4,2120,19,0.4,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1043,527700,Kihikihi,4,2130,19,0.4,8,Te Awamutu Zone,Main urban area,17,Waipa District,3,Waikato Region
1044,581723,Saxton,4,2140,19,0.4,21,Nelson,Main urban area,52,Nelson City,17,Nelson Region
1045,501811,Waiotira-Springfield,4,2140,19,0.4,502,Rural (Incl.some Off Shore Islands),Rural area,2,Whangarei District,1,Northland Region
1046,506652,Rewiti,4,2170,18,0.4,502,Rural (Incl.some Off Shore Islands),Rural area,76,Auckland,2,Auckland Region
1047,580300,Renwick,4,2230,18,0.3,26,Blenheim,Main urban area,53,Marlborough District,18,Marlborough Region
1048,527111,Whitikahu,4,2290,17,0.3,502,Rural (Incl.some Off Shore Islands),Rural area,13,Waikato District,3,Waikato Region
1049,610602,Waikiwi,4,2420,17,0.3,24,Invercargill,Main urban area,75,Invercargill City,15,Southland Region
1050,571502,Papakowhai South,4,2530,16,0.3,19,Porirua Zone,Main urban area,44,Porirua City,9,Wellington Region
1051,597509,Rolleston North East,4,2570,16,0.3,300,Rolleston,Minor urban area,62,Selwyn District,13,Canterbury Region
1052,581715,Ngawhatu,4,2570,16,0.3,21,Nelson,Main urban area,52,Nelson City,17,Nelson Region
1053,560422,Tokorangi-Hiwinui,4,2570,16,0.3,502,Rural (Incl.some Off Shore Islands),Rural area,39,Manawatu District,8,Manawatu-Wanganui Region
1054,609023,Sunshine Bay,4,2590,15,0.3,117,Queenstown,Secondary urban area,70,Queenstown-Lakes District,14,Otago Region
1055,604611,Musselburgh,4,2750,15,0.3,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
1056,569402,Belmont,4,2810,14,0.3,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
1057,513012,Palm Heights,4,2820,14,0.3,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1058,535241,Karapiro,4,2830,14,0.3,502,Rural (Incl.some Off Shore Islands),Rural area,17,Waipa District,3,Waikato Region
1059,521121,Patumahoe,4,2830,14,0.3,502,Rural (Incl.some Off Shore Islands),Rural area,76,Auckland,2,Auckland Region
1060,549200,Tikokino,4,2840,14,0.3,502,Rural (Incl.some Off Shore Islands),Rural area,32,Central Hawke's Bay District,6,Hawke's Bay Region
1061,536203,Doncaster,4,2880,14,0.3,9,Tauranga,Main urban area,23,Tauranga City,4,Bay of Plenty Region
1062,538000,Maungatapu,4,2900,14,0.3,9,Tauranga,Main urban area,23,Tauranga City,4,Bay of Plenty Region
1063,551302,Waitara East,4,2960,14,0.3,247,Waitara,Minor urban area,33,New Plymouth District,7,Taranaki Region
1064,602500,Taieri,4,3010,13,0.3,502,Rural (Incl.some Off Shore Islands),Rural area,71,Dunedin City,14,Otago Region
1065,566700,Maoribank,4,3060,13,0.2,17,Upper Hutt Zone,Main urban area,45,Upper Hutt City,9,Wellington Region
1066,541900,Ohope,4,3070,13,0.2,104,Whakatane,Secondary urban area,25,Whakatane District,4,Bay of Plenty Region
1067,578700,Masterton West,4,3090,13,0.2,109,Masterton,Secondary urban area,48,Masterton District,9,Wellington Region
1068,596102,Moncks Bay,4,3200,13,0.2,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
1069,589800,Avonhead West,4,3240,12,0.2,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
1070,597512,Springston,4,3270,12,0.2,502,Rural (Incl.some Off Shore Islands),Rural area,62,Selwyn District,13,Canterbury Region
1071,597508,Rolleston Central,4,3270,12,0.2,300,Rolleston,Minor urban area,62,Selwyn District,13,Canterbury Region
1072,529401,Queenwood,4,3330,12,0.2,6,Hamilton Zone,Main urban area,16,Hamilton City,3,Waikato Region
1073,502202,Tikipunga East,4,3330,12,0.2,1,Whangarei,Main urban area,2,Whangarei District,1,Northland Region
1074,587845,Aidanfield,4,3370,12,0.2,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
1075,511901,Kaurilands,4,3440,12,0.2,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1076,538732,Lynmore,4,3560,11,0.2,10,Rotorua,Main urban area,24,Rotorua District,4,Bay of Plenty Region
1077,537202,Otumoetai South,4,3690,11,0.2,9,Tauranga,Main urban area,23,Tauranga City,4,Bay of Plenty Region
1078,512600,Konini,4,3800,11,0.2,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1079,542530,Otakiri,4,3870,10,0.2,502,Rural (Incl.some Off Shore Islands),Rural area,25,Whakatane District,4,Bay of Plenty Region
1080,569302,Maungaraki,4,3900,10,0.2,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
1081,506901,Awaruku,4,3930,10,0.2,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1082,508220,Windy Ridge,4,3950,10,0.2,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1083,598313,Levels,4,4040,10,0.2,502,Rural (Incl.some Off Shore Islands),Rural area,64,Timaru District,13,Canterbury Region
1084,604620,Vauxhall,4,4100,10,0.2,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
1085,610700,Rosedale,4,4100,10,0.2,24,Invercargill,Main urban area,75,Invercargill City,15,Southland Region
1086,597506,Selwyn-Rakaia,4,4370,9,0.2,502,Rural (Incl.some Off Shore Islands),Rural area,62,Selwyn District,13,Canterbury Region
1087,510220,Birkdale South,4,4470,9,0.2,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1088,516202,Waiata,4,4500,9,0.2,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1089,574900,Karori Park,4,4570,9,0.2,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1090,516800,Glendowie,4,4590,9,0.2,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1091,506613,Tauhoa-Puhoi,4,4890,8,0.2,502,Rural (Incl.some Off Shore Islands),Rural area,76,Auckland,2,Auckland Region
1092,563200,Hokowhitu East,4,5320,8,0.1,16,Palmerston North,Main urban area,40,Palmerston North City,8,Manawatu-Wanganui Region
1093,516700,St Heliers,4,5380,7,0.1,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1094,513522,Lucken Point,4,5790,7,0.1,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1095,523114,Point View,4,5830,7,0.1,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1096,507200,Rothesay Bay,4,5880,7,0.1,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1097,508510,Forrest Hill,4,6200,6,0.1,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1098,528406,Rotokauri,3,170,176,3.4,6,Hamilton Zone,Main urban area,16,Hamilton City,3,Waikato Region
1099,545202,Frasertown,3,250,120,2.3,501,Rural Centre,Rural area,29,Wairoa District,6,Hawke's Bay Region
1100,505803,Waiwera,3,330,91,1.7,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1101,513610,Massey West,3,380,79,1.5,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1102,581844,Tapawera,3,390,77,1.5,501,Rural Centre,Rural area,51,Tasman District,16,Tasman Region
1103,613000,Stewart Island,3,400,75,1.4,502,Rural (Incl.some Off Shore Islands),Rural area,73,Southland District,15,Southland Region
1104,545822,Omahu,3,410,73,1.4,13,Hastings Zone,Main urban area,30,Hastings District,6,Hawke's Bay Region
1105,561200,Himatangi Beach,3,440,68,1.3,501,Rural Centre,Rural area,39,Manawatu District,8,Manawatu-Wanganui Region
1106,536512,Kairua,3,450,67,1.3,9,Tauranga,Main urban area,23,Tauranga City,4,Bay of Plenty Region
1107,541345,Waitahanui,3,450,67,1.3,502,Rural (Incl.some Off Shore Islands),Rural area,21,Taupo District,3,Waikato Region
1108,504400,Te Kopuru,3,510,59,1.1,501,Rural Centre,Rural area,3,Kaipara District,1,Northland Region
1109,560900,Sanson,3,550,55,1,501,Rural Centre,Rural area,39,Manawatu District,8,Manawatu-Wanganui Region
1110,607800,Roxburgh,3,560,54,1,501,Rural Centre,Rural area,69,Central Otago District,14,Otago Region
1111,527923,Pokuru,3,560,54,1,502,Rural (Incl.some Off Shore Islands),Rural area,17,Waipa District,3,Waikato Region
1112,578301,Homebush-Te Ore Ore,3,570,53,1,109,Masterton,Secondary urban area,48,Masterton District,9,Wellington Region
1113,563600,Waitarere,3,620,48,0.9,107,Levin,Secondary urban area,42,Horowhenua District,8,Manawatu-Wanganui Region
1114,504900,Kaiwaka,3,650,46,0.9,501,Rural Centre,Rural area,3,Kaipara District,1,Northland Region
1115,582600,Maitai,3,660,45,0.9,21,Nelson,Main urban area,52,Nelson City,17,Nelson Region
1116,602421,Kaikorai Hill,3,670,45,0.9,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
1117,569201,Melling,3,690,43,0.8,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
1118,536505,Matapihi,3,710,42,0.8,9,Tauranga,Main urban area,23,Tauranga City,4,Bay of Plenty Region
1119,545811,Tangoio,3,720,42,0.8,502,Rural (Incl.some Off Shore Islands),Rural area,30,Hastings District,6,Hawke's Bay Region
1120,538864,Mamaku,3,740,41,0.8,501,Rural Centre,Rural area,24,Rotorua District,4,Bay of Plenty Region
1121,501631,Okaihau,3,750,40,0.8,501,Rural Centre,Rural area,1,Far North District,1,Northland Region
1122,542100,Taneatua,3,790,38,0.7,501,Rural Centre,Rural area,25,Whakatane District,4,Bay of Plenty Region
1123,501000,Russell,3,790,38,0.7,501,Rural Centre,Rural area,1,Far North District,1,Northland Region
1124,506655,Muriwai Valley,3,800,38,0.7,502,Rural (Incl.some Off Shore Islands),Rural area,76,Auckland,2,Auckland Region
1125,601200,Palmerston,3,840,36,0.7,501,Rural Centre,Rural area,68,Waitaki District,14,Otago Region
1126,596901,Akaroa Harbour,3,840,36,0.7,502,Rural (Incl.some Off Shore Islands),Rural area,60,Christchurch City,13,Canterbury Region
1127,581832,Kaiteriteri,3,850,35,0.7,502,Rural (Incl.some Off Shore Islands),Rural area,51,Tasman District,16,Tasman Region
1128,561813,Massey University,3,860,35,0.7,16,Palmerston North,Main urban area,40,Palmerston North City,8,Manawatu-Wanganui Region
1129,577700,Makara-Ohariu,3,880,34,0.7,501,Rural Centre,Rural area,47,Wellington City,9,Wellington Region
1130,581841,Golden Downs,3,910,33,0.6,502,Rural (Incl.some Off Shore Islands),Rural area,51,Tasman District,16,Tasman Region
1131,521000,Great Barrier Island,3,920,33,0.6,502,Rural (Incl.some Off Shore Islands),Rural area,76,Auckland,2,Auckland Region
1132,501615,Waitangi,3,920,33,0.6,502,Rural (Incl.some Off Shore Islands),Rural area,1,Far North District,1,Northland Region
1133,585120,Blaketown,3,930,32,0.6,111,Greymouth,Secondary urban area,56,Grey District,12,West Coast Region
1134,501200,Haruru Falls,3,940,32,0.6,501,Rural Centre,Rural area,1,Far North District,1,Northland Region
1135,535242,Hinuera,3,950,32,0.6,502,Rural (Incl.some Off Shore Islands),Rural area,15,Matamata-Piako District,3,Waikato Region
1136,584600,Reefton,3,1010,30,0.6,275,Reefton,Minor urban area,55,Buller District,12,West Coast Region
1137,602422,Saddle Hill,3,1020,29,0.6,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
1138,542421,Coastlands,3,1030,29,0.6,104,Whakatane,Secondary urban area,25,Whakatane District,4,Bay of Plenty Region
1139,535232,Tapapa,3,1030,29,0.6,502,Rural (Incl.some Off Shore Islands),Rural area,19,South Waikato District,3,Waikato Region
1140,566302,Maungakotukutuku,3,1040,29,0.6,502,Rural (Incl.some Off Shore Islands),Rural area,43,Kapiti Coast District,9,Wellington Region
1141,576302,Berhampore East,3,1060,28,0.5,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1142,535261,Lichfield,3,1070,28,0.5,502,Rural (Incl.some Off Shore Islands),Rural area,19,South Waikato District,3,Waikato Region
1143,608303,Clyde,3,1090,28,0.5,501,Rural Centre,Rural area,69,Central Otago District,14,Otago Region
1144,527221,Maramarua,3,1100,27,0.5,502,Rural (Incl.some Off Shore Islands),Rural area,13,Waikato District,3,Waikato Region
1145,525202,Kawakawa-Orere,3,1100,27,0.5,502,Rural (Incl.some Off Shore Islands),Rural area,76,Auckland,2,Auckland Region
1146,592811,Burwood,3,1110,27,0.5,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
1147,573802,Johnsonville East,3,1130,27,0.5,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1148,505601,Waimauku,3,1130,27,0.5,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1149,580448,Tuamarina,3,1170,26,0.5,502,Rural (Incl.some Off Shore Islands),Rural area,53,Marlborough District,18,Marlborough Region
1150,581720,Hope,3,1210,25,0.5,21,Nelson,Main urban area,51,Tasman District,16,Tasman Region
1151,603210,Opoho,3,1230,24,0.5,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
1152,503700,Parahaki,3,1250,24,0.5,1,Whangarei,Main urban area,2,Whangarei District,1,Northland Region
1153,585000,Runanga-Rapahoe,3,1260,24,0.5,111,Greymouth,Secondary urban area,56,Grey District,12,West Coast Region
1154,527915,Lake Cameron,3,1290,23,0.4,6,Hamilton Zone,Main urban area,17,Waipa District,3,Waikato Region
1155,565902,Otaihanga,3,1310,23,0.4,25,Kapiti,Main urban area,43,Kapiti Coast District,9,Wellington Region
1156,556300,Gonville East,3,1330,23,0.4,15,Wanganui,Main urban area,37,Wanganui District,8,Manawatu-Wanganui Region
1157,582401,Britannia,3,1360,22,0.4,21,Nelson,Main urban area,52,Nelson City,17,Nelson Region
1158,573523,Grenada Village,3,1370,22,0.4,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1159,538841,Golden Springs,3,1390,22,0.4,502,Rural (Incl.some Off Shore Islands),Rural area,24,Rotorua District,3,Waikato Region
1160,580442,Waikawa,3,1410,21,0.4,268,Picton,Minor urban area,53,Marlborough District,18,Marlborough Region
1161,542550,Matahina-Minginui,3,1440,21,0.4,502,Rural (Incl.some Off Shore Islands),Rural area,25,Whakatane District,4,Bay of Plenty Region
1162,583400,The Brook,3,1500,20,0.4,21,Nelson,Main urban area,52,Nelson City,17,Nelson Region
1163,527922,Pirongia,3,1500,20,0.4,502,Rural (Incl.some Off Shore Islands),Rural area,17,Waipa District,3,Waikato Region
1164,577601,Maupuia,3,1570,19,0.4,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1165,580450,Wairau South,3,1590,19,0.4,502,Rural (Incl.some Off Shore Islands),Rural area,53,Marlborough District,18,Marlborough Region
1166,564012,Waiopehu,3,1630,18,0.4,107,Levin,Secondary urban area,42,Horowhenua District,8,Manawatu-Wanganui Region
1167,555400,Maxwell,3,1690,18,0.3,502,Rural (Incl.some Off Shore Islands),Rural area,37,Wanganui District,8,Manawatu-Wanganui Region
1168,597300,Leeston,3,1700,18,0.3,283,Leeston,Minor urban area,62,Selwyn District,13,Canterbury Region
1169,610032,Chatton,3,1700,18,0.3,502,Rural (Incl.some Off Shore Islands),Rural area,74,Gore District,15,Southland Region
1170,587846,Halswell Domain,3,1730,17,0.3,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
1171,585802,Amberley,3,1760,17,0.3,307,Amberley,Minor urban area,58,Hurunui District,13,Canterbury Region
1172,543903,Wainui,3,1840,16,0.3,11,Gisborne,Main urban area,28,Gisborne District,5,Gisborne Region
1173,590504,Mairehau North,3,1900,16,0.3,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
1174,604130,Kenmure,3,1900,16,0.3,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
1175,587822,Templeton,3,1940,15,0.3,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
1176,556600,Springvale East,3,1940,15,0.3,15,Wanganui,Main urban area,37,Wanganui District,8,Manawatu-Wanganui Region
1177,573600,Johnsonville North,3,1980,15,0.3,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1178,586900,Darfield,3,2070,14,0.3,281,Darfield,Minor urban area,62,Selwyn District,13,Canterbury Region
1179,542562,Urewera,3,2090,14,0.3,502,Rural (Incl.some Off Shore Islands),Rural area,25,Whakatane District,4,Bay of Plenty Region
1180,595200,Hoon Hay South,3,2100,14,0.3,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
1181,535220,Okauia,3,2100,14,0.3,502,Rural (Incl.some Off Shore Islands),Rural area,15,Matamata-Piako District,3,Waikato Region
1182,597811,Allenton West,3,2170,14,0.3,112,Ashburton,Secondary urban area,63,Ashburton District,13,Canterbury Region
1183,571900,Plimmerton,3,2200,14,0.3,19,Porirua Zone,Main urban area,44,Porirua City,9,Wellington Region
1184,501818,Parua Bay,3,2200,14,0.3,502,Rural (Incl.some Off Shore Islands),Rural area,2,Whangarei District,1,Northland Region
1185,589300,Holmwood,3,2210,14,0.3,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
1186,527914,Ngahinapouri,3,2280,13,0.3,6,Hamilton Zone,Main urban area,17,Waipa District,3,Waikato Region
1187,513020,Opanuku,3,2280,13,0.3,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1188,541760,Richmond Heights,3,2310,13,0.2,103,Taupo,Secondary urban area,21,Taupo District,3,Waikato Region
1189,551501,Lynmouth,3,2330,13,0.2,14,New Plymouth,Main urban area,33,New Plymouth District,7,Taranaki Region
1190,567500,Poets Block,3,2350,13,0.2,17,Upper Hutt Zone,Main urban area,45,Upper Hutt City,9,Wellington Region
1191,545740,Haumoana,3,2350,13,0.2,13,Hastings Zone,Main urban area,30,Hastings District,6,Hawke's Bay Region
1192,571501,Papakowhai North,3,2360,13,0.2,19,Porirua Zone,Main urban area,44,Porirua City,9,Wellington Region
1193,527125,Eureka,3,2370,13,0.2,6,Hamilton Zone,Main urban area,13,Waikato District,3,Waikato Region
1194,603400,Pine Hill,3,2450,12,0.2,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
1195,528320,Pukete,3,2500,12,0.2,6,Hamilton Zone,Main urban area,16,Hamilton City,3,Waikato Region
1196,599300,Gleniti,3,2530,12,0.2,113,Timaru,Secondary urban area,64,Timaru District,13,Canterbury Region
1197,601900,Fairfield,3,2530,12,0.2,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
1198,587303,Oaklands West,3,2560,12,0.2,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
1199,590505,Westhaven,3,2560,12,0.2,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
1200,604612,Andersons Bay,3,2580,12,0.2,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
1201,583800,Maitlands,3,2610,11,0.2,21,Nelson,Main urban area,52,Nelson City,17,Nelson Region
1202,566800,Clouston Park,3,2610,11,0.2,17,Upper Hutt Zone,Main urban area,45,Upper Hutt City,9,Wellington Region
1203,523105,Golfland,3,2650,11,0.2,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1204,506646,Kaukapakapa Rural,3,2670,11,0.2,502,Rural (Incl.some Off Shore Islands),Rural area,76,Auckland,2,Auckland Region
1205,508120,Bayswater,3,2720,11,0.2,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1206,574800,Karori North,3,2770,11,0.2,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1207,505910,Gulf Harbour,3,2780,11,0.2,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1208,505908,Stanmore Bay East,3,2790,11,0.2,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1209,572200,Discovery,3,2830,11,0.2,19,Porirua Zone,Main urban area,44,Porirua City,9,Wellington Region
1210,586120,Woodend,3,2890,10,0.2,278,Woodend,Minor urban area,59,Waimakariri District,13,Canterbury Region
1211,515901,Parnell East,3,2890,10,0.2,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1212,522604,Bucklands Beach South,3,2930,10,0.2,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1213,518202,Mt Eden East,3,2970,10,0.2,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1214,521601,Howick West,3,2980,10,0.2,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1215,505906,Vipond,3,3000,10,0.2,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1216,549602,Elsthorpe-Flemington,3,3180,9,0.2,502,Rural (Incl.some Off Shore Islands),Rural area,32,Central Hawke's Bay District,6,Hawke's Bay Region
1217,563701,Waikanae Beach,3,3200,9,0.2,25,Kapiti,Main urban area,43,Kapiti Coast District,9,Wellington Region
1218,527501,Cambridge North,3,3240,9,0.2,7,Cambridge Zone,Main urban area,17,Waipa District,3,Waikato Region
1219,510210,Birkdale North,3,3250,9,0.2,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1220,597860,Tinwald,3,3270,9,0.2,112,Ashburton,Secondary urban area,63,Ashburton District,13,Canterbury Region
1221,551022,Highlands Park,3,3310,9,0.2,14,New Plymouth,Main urban area,33,New Plymouth District,7,Taranaki Region
1222,548832,Havelock North Central,3,3330,9,0.2,13,Hastings Zone,Main urban area,30,Hastings District,6,Hawke's Bay Region
1223,508412,Witheford,3,3400,9,0.2,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1224,501633,Waihou Valley-Hupara,3,3510,9,0.2,502,Rural (Incl.some Off Shore Islands),Rural area,1,Far North District,1,Northland Region
1225,576001,Island Bay West,3,3530,8,0.2,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1226,522711,Pigeon Mountain North,3,3610,8,0.2,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1227,536517,Gravatt,3,3690,8,0.2,9,Tauranga,Main urban area,23,Tauranga City,4,Bay of Plenty Region
1228,512000,Titirangi South,3,3700,8,0.2,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1229,507720,Crown Hill,3,3830,8,0.1,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1230,589900,Avonhead,3,3880,8,0.1,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
1231,587010,Kirwee,3,4080,7,0.1,502,Rural (Incl.some Off Shore Islands),Rural area,62,Selwyn District,13,Canterbury Region
1232,522730,Half Moon Bay,3,4080,7,0.1,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1233,506614,Tahekeroa,3,4140,7,0.1,502,Rural (Incl.some Off Shore Islands),Rural area,76,Auckland,2,Auckland Region
1234,515801,Epsom Central,3,4190,7,0.1,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1235,575600,Brooklyn,3,4260,7,0.1,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1236,588500,Bishopdale North,3,5010,6,0.1,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
1237,508704,Northcross,3,5060,6,0.1,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1238,537000,Matua,3,5440,6,0.1,9,Tauranga,Main urban area,23,Tauranga City,4,Bay of Plenty Region
1239,620000,Inland Water-Lake Taupo,2,0, -   , -   ,505,Inland Water not in Urban Area,Rural area,21,Taupo District,3,Waikato Region
1240,623801,Inlet-Tasman Bay,2,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,52,Nelson City,17,Nelson Region
1241,581834,Rabbit Island,2,0, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,51,Tasman District,16,Tasman Region
1242,536508,Inlet-Tauranga Harbour,2,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,23,Tauranga City,4,Bay of Plenty Region
1243,615102,Inlet-Whangarei Harbour,2,10,"2,000",38.2,507,Inlet-in TA but not in Urban Area,Rural area,2,Whangarei District,1,Northland Region
1244,541315,Taupo East,2,10,"2,000",38.2,103,Taupo,Secondary urban area,21,Taupo District,3,Waikato Region
1245,580445,Marlborough Sounds Coastal Marine,2,30,667,12.7,507,Inlet-in TA but not in Urban Area,Rural area,53,Marlborough District,18,Marlborough Region
1246,599900,Redruth,2,70,286,5.5,113,Timaru,Secondary urban area,64,Timaru District,13,Canterbury Region
